cr_id,filename,sha256,officer_count,tier,label,reasons,has_sustained,complaint_date
1000301,CPD_CR-1000301.txt,1d5347866d21475d5ace15753bfc971df85f86d6089f26a94c29fd6c9916e237,2,3,brady_adjacent,Excessive Force (Sustained),True,2006-10-08
1000302,CPD_CR-1000302.txt,58098912d074fa3b8f1731576ddb3c452cf624cd91677d3f185a7fc4483db767,2,4,brady_weak,UNNECESSARY PHYSICAL CONTACT - ON DUTY (Unfounded); UNNECESSARY PHYSICAL CONTACT - ON DUTY (Unfounded),False,2006-10-08
1000303,CPD_CR-1000303.txt,acae4176c9cafa6e0dd18fe915f4d835bd4583a5e839b2bdba06e2245a33aaad,1,0,negative,,False,2006-10-08
1000305,CPD_CR-1000305.txt,722812727a4211caf7844025749c535044bb3d7ea678c486fb3d682763e8e6f3,1,0,negative,,False,2006-10-08
1000307,CPD_CR-1000307.txt,557ad93b8ffad06b682e684c3df57efb6cc3385e2ba38e08344f8e93bfce9dd7,1,0,negative,,False,2006-10-08
1000308,CPD_CR-1000308.txt,ba045d2d94eba25e0485bc1eb3932b6cf197cdb7e1e5c05c6f99147c01100fa3,1,0,negative,,False,2006-10-08
1000312,CPD_CR-1000312.txt,850f4b5a8a573ff191df4fbe79ae18d3dc1125d66f40580e4cac14aae0f81ce4,1,0,negative,,True,2006-10-08
1000313,CPD_CR-1000313.txt,5eefdfd7004b3bb86928edfe06732d19d028d60732f8069f52693533dca9c2c8,2,0,negative,,False,2006-10-08
1000314,CPD_CR-1000314.txt,f95af2ce84adbfdd24f7727b6d6c4225ea00f27c6845c9b3d9f224af7d64edc8,2,0,negative,,False,2006-10-08
1000316,CPD_CR-1000316.txt,637aff81d8324ec428189bf754e201c1f67fab08e3c75e9dc6aed1cc01c6ed73,1,0,negative,,False,2006-10-08
1000319,CPD_CR-1000319.txt,f16329eef15d83fd2cfc95ba72d3109927fbeff789e6b294aa77108ac2988543,1,0,negative,,True,2006-10-08
1000320,CPD_CR-1000320.txt,8cd43b8a75713c669a2b745dbcde80813a9e72be7f0673625b2a090a1fd3e373,1,0,negative,,False,2006-10-08
1000326,CPD_CR-1000326.txt,3189e6db42c5f9d4b7c2c34fc7509c44f76c1240879d67b1145ca20ca85fefe1,1,4,brady_weak,Excessive Force (Not Sustained),False,2006-10-09
1000327,CPD_CR-1000327.txt,6244267d6f1b19e234ee1f2e6ca7a90f5f728283bbe7308f1f1f7da6d01c3a35,1,0,negative,,False,2006-10-09
1000329,CPD_CR-1000329.txt,10b7a3e2db85d03d42e4f67300315b08b98d0f7a71c4241fc6b1467ae63a3bb1,1,0,negative,,False,2006-10-09
1000333,CPD_CR-1000333.txt,bbf4a9a094dd169f9a7882e2b7809bee326a519f9ddfdcc54b44ff451e3abc9c,1,0,negative,,False,2006-10-09
1000339,CPD_CR-1000339.txt,04c720e7ebdb25ab9f9dd9b9a6216d7dee5354690ac11c6f1c55eecb3ae143c1,3,0,negative,,False,2006-10-09
1000345,CPD_CR-1000345.txt,d57936d0d9b878e0aedcd9582282355982fe7075bb8c47b62168c57d6eacbb8d,1,0,negative,,False,2006-10-10
1000348,CPD_CR-1000348.txt,1796773f74ed5e1c5c9fff8248a351dc112fa0e378522c912d3eb5463d2847de,1,0,negative,,False,2006-10-10
1000351,CPD_CR-1000351.txt,beb5757131698695c3fef25fb4b377505595e45eae0d63e574eefca0ced6107e,1,4,brady_weak,Excessive Force (Not Sustained),False,2006-10-10
1000353,CPD_CR-1000353.txt,4c06555f1301b0e0d9c9fd0a3f3a39e121f2570424f5de444a67653d8d988981,2,2,giglio_relevant,ILLEGAL ARREST / FALSE ARREST (Unfounded); ILLEGAL ARREST / FALSE ARREST (Unfounded),False,2006-10-10
1000356,CPD_CR-1000356.txt,39413966b7d31787c6cc33ea0c059146f42f6b58783e461e1c6e6eca5aa9b8e8,1,0,negative,,False,2006-10-10
1000358,CPD_CR-1000358.txt,126981d025aec0f2116a594abd6f51d010aaf299a72b4c3286490d9ccc8afceb,4,0,negative,,False,2006-10-10
1000361,CPD_CR-1000361.txt,0493028e1fdb3d55134745c8df406055fc38e8925c576dfdc1f7e1185da1d973,2,0,negative,,False,2006-10-10
1000364,CPD_CR-1000364.txt,931d97cd0390f1de153ccc0c1f3ae7c44a0cbca701f201b0c53fffe4c62abcc8,2,0,negative,,True,2006-10-10
1000365,CPD_CR-1000365.txt,68ce1f3eefeb8445cba0d9f94bf6a5c0ca0cd18ea13a05e5648e05b083870abd,1,0,negative,,False,2006-10-10
1000366,CPD_CR-1000366.txt,507106bff894332fd007f48da1defea1130b9b66e7ccf01737b81b2b2c9a377b,1,0,negative,,False,2006-10-10
1000367,CPD_CR-1000367.txt,4bdd2cb38b9b81e028b2d3ece0d63db3e3363284b2d872bf3097c5e3d16ff258,1,0,negative,,False,2006-10-10
1000369,CPD_CR-1000369.txt,d23d2424453f11f626ecba23a0846341baca6325e7df0a1323a86e1a6d9f57c8,2,0,negative,,False,2006-10-10
1000370,CPD_CR-1000370.txt,1ef68f66d9ef58859e406e2e4959afa9e5bc61385582a7d370def1bd7d038be2,2,0,negative,,False,2006-10-10
1000374,CPD_CR-1000374.txt,92148c9e8563fb49dcaee47847f2d4cd2b02237850774aabd0cd6c2e086ac576,2,0,negative,,False,2006-10-10
1000377,CPD_CR-1000377.txt,30ee2ce57ce7b4da4bd507f2a0255c72ab3412025534d0340a1297d24433c525,1,0,negative,,False,2006-10-10
1000378,CPD_CR-1000378.txt,0a19b1c3d3531ae6466de9d8aa906add07de010b4df339e599b14b611f76fd76,1,0,negative,,True,2006-10-10
1000381,CPD_CR-1000381.txt,596f31e04193b88f775eacdad465b9038b0c9f8f14a7f11e26a3907424455fac,2,0,negative,,False,2006-10-10
1000382,CPD_CR-1000382.txt,6ebebc77d2894331107c6aa43365dbe16ece2322ac5556e2f4fd914e1788486b,1,4,brady_weak,Excessive Force (Unfounded),False,2006-10-11
1000384,CPD_CR-1000384.txt,1036b9447a89cbd48cd666cc2692c52845f193e1ad4853bbebb1a55348d2e888,1,0,negative,,False,2006-10-11
1000386,CPD_CR-1000386.txt,c3fd9ca55cf375695f66d1da415f43a0085c43e309fe9c47aa6d4145bef90847,1,0,negative,,False,2006-10-11
1000388,CPD_CR-1000388.txt,17797ad53b3accc51b86b5f79a130f3ca34ce08f72af572164142b066e82a6a9,1,0,negative,,False,2006-10-11
1000393,CPD_CR-1000393.txt,ad998b0901375f35d999136084b8dd86dc88c1a8b90a3df86454ab6768bd402c,1,0,negative,,False,2006-10-11
1000395,CPD_CR-1000395.txt,aa16eb4f186de61f966e0f0efe37588e4c58ee64ad48de0180ff5f021b99920b,1,0,negative,,True,2006-10-11
1000397,CPD_CR-1000397.txt,43e32a442fd9ea8a075b851e3c0125a7f64ad9f54df74ebe81f91d963cb0ade8,1,0,negative,,False,2006-10-11
1000398,CPD_CR-1000398.txt,48e6573ceb93c29778d4348a3f1f4d4b88c50607f47827488064d660608d3f06,2,0,negative,,False,2006-10-11
1000403,CPD_CR-1000403.txt,a86cf1e258cd2f5edd6549e84c539ad6e4362acebeb2bbf8de1d3ed7baa9d2c2,5,2,giglio_relevant,ILLEGAL ARREST (Unfounded); ILLEGAL ARREST (Unfounded); ILLEGAL ARREST (Unfounded),False,2006-10-11
